name,ensembl_id,description,biotype,species,external_url
FBXO5,ENSG00000112029,F-box protein 5 [Source:HGNC Symbol;Acc:HGNC:13584],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000112029
FBXO6,ENSG00000116663,F-box protein 6 [Source:HGNC Symbol;Acc:HGNC:13585],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000116663
FBXO7,ENSG00000100225,F-box protein 7 [Source:HGNC Symbol;Acc:HGNC:13586],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000100225
FBXO8,ENSG00000164117,F-box protein 8 [Source:HGNC Symbol;Acc:HGNC:13587],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000164117
FBXO9,ENSG00000112146,F-box protein 9 [Source:HGNC Symbol;Acc:HGNC:13588],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000112146
FBXW10,ENSG00000171931,F-box and WD repeat domain containing 10 [Source:HGNC Symbol;Acc:HGNC:1211],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000171931
FBXW11,ENSG00000072803,F-box and WD repeat domain containing 11 [Source:HGNC Symbol;Acc:HGNC:13607],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000072803
FBXW12,ENSG00000164049,F-box and WD repeat domain containing 12 [Source:HGNC Symbol;Acc:HGNC:20729],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000164049
FBXW2,ENSG00000119402,F-box and WD repeat domain containing 2 [Source:HGNC Symbol;Acc:HGNC:13608],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000119402
FBXW4,ENSG00000107829,F-box and WD repeat domain containing 4 [Source:HGNC Symbol;Acc:HGNC:10847],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000107829
FBXW5,ENSG00000159069,F-box and WD repeat domain containing 5 [Source:HGNC Symbol;Acc:HGNC:13613],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000159069
FBXW7,ENSG00000109670,F-box and WD repeat domain containing 7 [Source:HGNC Symbol;Acc:HGNC:16712],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000109670
FCAR,ENSG00000186431,Fc alpha receptor [Source:HGNC Symbol;Acc:HGNC:3608],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000186431
FCER1A,ENSG00000179639,Fc epsilon receptor Ia [Source:HGNC Symbol;Acc:HGNC:3609],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000179639
FCER1G,ENSG00000158869,Fc epsilon receptor Ig [Source:HGNC Symbol;Acc:HGNC:3611],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000158869
FCER2,ENSG00000104921,Fc epsilon receptor II [Source:HGNC Symbol;Acc:HGNC:3612],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000104921
FCF1,ENSG00000119616,FCF1 rRNA-processing protein [Source:HGNC Symbol;Acc:HGNC:20220],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000119616
FCGR1A,ENSG00000150337,Fc gamma receptor Ia [Source:HGNC Symbol;Acc:HGNC:3613],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000150337
FCGR2A,ENSG00000143226,Fc gamma receptor IIa [Source:HGNC Symbol;Acc:HGNC:3616],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000143226
FCGR2B,ENSG00000072694,Fc gamma receptor IIb [Source:HGNC Symbol;Acc:HGNC:3618],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000072694
FCGR3A,ENSG00000203747,Fc gamma receptor IIIa [Source:HGNC Symbol;Acc:HGNC:3619],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000203747
FCGR3B,ENSG00000162747,Fc gamma receptor IIIb [Source:HGNC Symbol;Acc:HGNC:3620],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000162747
FCHO1,ENSG00000130475,FCH and mu domain containing endocytic adaptor 1 [Source:HGNC Symbol;Acc:HGNC:29002],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000130475
FCHO2,ENSG00000157107,FCH and mu domain containing endocytic adaptor 2 [Source:HGNC Symbol;Acc:HGNC:25180],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000157107
FCHSD2,ENSG00000137478,FCH and double SH3 domains 2 [Source:HGNC Symbol;Acc:HGNC:29114],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000137478
FCMR,ENSG00000162894,Fc mu receptor [Source:HGNC Symbol;Acc:HGNC:14315],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000162894
FCN1,ENSG00000085265,ficolin 1 [Source:HGNC Symbol;Acc:HGNC:3623],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000085265
FCRL2,ENSG00000132704,Fc receptor like 2 [Source:HGNC Symbol;Acc:HGNC:14875],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000132704
FCRL4,ENSG00000163518,Fc receptor like 4 [Source:HGNC Symbol;Acc:HGNC:18507],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000163518
FCRL5,ENSG00000143297,Fc receptor like 5 [Source:HGNC Symbol;Acc:HGNC:18508],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000143297
FCRLA,ENSG00000132185,Fc receptor like A [Source:HGNC Symbol;Acc:HGNC:18504],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000132185
FCSK,ENSG00000157353,fucose kinase [Source:HGNC Symbol;Acc:HGNC:29500],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000157353
FDCSP,ENSG00000181617,follicular dendritic cell secreted protein [Source:HGNC Symbol;Acc:HGNC:19215],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000181617
FDFT1,ENSG00000079459,farnesyl-diphosphate farnesyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3629],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000079459
FDPS,ENSG00000160752,farnesyl diphosphate synthase [Source:HGNC Symbol;Acc:HGNC:3631],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000160752
FDX1,ENSG00000137714,ferredoxin 1 [Source:HGNC Symbol;Acc:HGNC:3638],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000137714
FDX2,ENSG00000267673,ferredoxin 2 [Source:HGNC Symbol;Acc:HGNC:30546],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000267673
FDXACB1,ENSG00000255561,ferredoxin-fold anticodon binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25110],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000255561
FDXR,ENSG00000161513,ferredoxin reductase [Source:HGNC Symbol;Acc:HGNC:3642],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000161513
FECH,ENSG00000066926,ferrochelatase [Source:HGNC Symbol;Acc:HGNC:3647],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000066926
FEM1C,ENSG00000145780,fem-1 homolog C [Source:HGNC Symbol;Acc:HGNC:16933],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000145780
FEN1,ENSG00000168496,flap structure-specific endonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3650],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000168496
FER,ENSG00000151422,FER tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3655],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000151422
FER1L6-AS1,ENSG00000181171,FER1L6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26652],lncRNA,homo_sapiens,https://www.ensembl.org/id/ENSG00000181171
FERD3L,ENSG00000146618,Fer3 like bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:16660],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000146618
FERMT1,ENSG00000101311,FERM domain containing kindlin 1 [Source:HGNC Symbol;Acc:HGNC:15889],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000101311
FERMT2,ENSG00000073712,FERM domain containing kindlin 2 [Source:HGNC Symbol;Acc:HGNC:15767],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000073712
FERMT3,ENSG00000149781,FERM domain containing kindlin 3 [Source:HGNC Symbol;Acc:HGNC:23151],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000149781
FES,ENSG00000182511,"FES proto-oncogene, tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3657]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000182511
FEZ1,ENSG00000149557,fasciculation and elongation protein zeta 1 [Source:HGNC Symbol;Acc:HGNC:3659],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000149557
FEZF2,ENSG00000153266,FEZ family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:13506],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000153266
FFAR1,ENSG00000126266,free fatty acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:4498],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000126266
FFAR2,ENSG00000126262,free fatty acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:4501],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000126262
FFAR3,ENSG00000185897,free fatty acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:4499],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000185897
FFAR4,ENSG00000186188,free fatty acid receptor 4 [Source:HGNC Symbol;Acc:HGNC:19061],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000186188
FGA,ENSG00000171560,fibrinogen alpha chain [Source:HGNC Symbol;Acc:HGNC:3661],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000171560
FGB,ENSG00000171564,fibrinogen beta chain [Source:HGNC Symbol;Acc:HGNC:3662],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000171564
FGD2,ENSG00000146192,"FYVE, RhoGEF and PH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3664]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000146192
FGD4,ENSG00000139132,"FYVE, RhoGEF and PH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19125]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000139132
FGD5,ENSG00000154783,"FYVE, RhoGEF and PH domain containing 5 [Source:HGNC Symbol;Acc:HGNC:19117]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000154783
FGD6,ENSG00000180263,"FYVE, RhoGEF and PH domain containing 6 [Source:HGNC Symbol;Acc:HGNC:21740]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000180263
FGF1,ENSG00000113578,fibroblast growth factor 1 [Source:HGNC Symbol;Acc:HGNC:3665],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000113578
FGF10,ENSG00000070193,fibroblast growth factor 10 [Source:HGNC Symbol;Acc:HGNC:3666],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000070193
FGF11,ENSG00000161958,fibroblast growth factor 11 [Source:HGNC Symbol;Acc:HGNC:3667],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000161958
FGF12,ENSG00000114279,fibroblast growth factor 12 [Source:HGNC Symbol;Acc:HGNC:3668],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000114279
FGF13,ENSG00000129682,fibroblast growth factor 13 [Source:HGNC Symbol;Acc:HGNC:3670],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000129682
FGF14,ENSG00000102466,fibroblast growth factor 14 [Source:HGNC Symbol;Acc:HGNC:3671],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000102466
FGF17,ENSG00000158815,fibroblast growth factor 17 [Source:HGNC Symbol;Acc:HGNC:3673],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000158815
FGF19,ENSG00000162344,fibroblast growth factor 19 [Source:HGNC Symbol;Acc:HGNC:3675],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000162344
FGF22,ENSG00000070388,fibroblast growth factor 22 [Source:HGNC Symbol;Acc:HGNC:3679],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000070388
FGF6,ENSG00000111241,fibroblast growth factor 6 [Source:HGNC Symbol;Acc:HGNC:3684],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000111241
FGF7,ENSG00000140285,fibroblast growth factor 7 [Source:HGNC Symbol;Acc:HGNC:3685],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000140285
FGF9,ENSG00000102678,fibroblast growth factor 9 [Source:HGNC Symbol;Acc:HGNC:3687],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000102678
FGFBP1,ENSG00000137440,fibroblast growth factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19695],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000137440
FGFBP2,ENSG00000137441,fibroblast growth factor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:29451],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000137441
FGFR1,ENSG00000077782,fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000077782
FGFR1OP,,,,,
FGFR1OP2,ENSG00000111790,FGFR1 oncogene partner 2 [Source:HGNC Symbol;Acc:HGNC:23098],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000111790
FGFR2,ENSG00000066468,fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000066468
FGFR3,ENSG00000068078,fibroblast growth factor receptor 3 [Source:HGNC Symbol;Acc:HGNC:3690],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000068078
FGFRL1,ENSG00000127418,fibroblast growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:3693],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000127418
FGG,ENSG00000171557,fibrinogen gamma chain [Source:HGNC Symbol;Acc:HGNC:3694],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000171557
FGGY,ENSG00000172456,FGGY carbohydrate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:25610],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000172456
FGL1,ENSG00000104760,fibrinogen like 1 [Source:HGNC Symbol;Acc:HGNC:3695],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000104760
FGL2,ENSG00000127951,fibrinogen like 2 [Source:HGNC Symbol;Acc:HGNC:3696],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000127951
FGR,ENSG00000000938,"FGR proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3697]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000000938
FH,ENSG00000091483,fumarate hydratase [Source:HGNC Symbol;Acc:HGNC:3700],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000091483
FHIT,ENSG00000189283,fragile histidine triad diadenosine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3701],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000189283
FHL1,ENSG00000022267,four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000022267
FHL3,ENSG00000183386,four and a half LIM domains 3 [Source:HGNC Symbol;Acc:HGNC:3704],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000183386
FHL5,ENSG00000112214,four and a half LIM domains 5 [Source:HGNC Symbol;Acc:HGNC:17371],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000112214
FHOD1,ENSG00000135723,formin homology 2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17905],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000135723
FIBCD1,ENSG00000130720,fibrinogen C domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25922],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000130720
FIBIN,ENSG00000176971,fin bud initiation factor homolog [Source:HGNC Symbol;Acc:HGNC:33747],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000176971
FIBP,ENSG00000172500,FGF1 intracellular binding protein [Source:HGNC Symbol;Acc:HGNC:3705],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000172500
FIGNL1,ENSG00000132436,fidgetin like 1 [Source:HGNC Symbol;Acc:HGNC:13286],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000132436
FILIP1L,ENSG00000168386,filamin A interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:24589],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000168386
FIP1L1,ENSG00000145216,factor interacting with PAPOLA and CPSF1 [Source:HGNC Symbol;Acc:HGNC:19124],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000145216
FKBP11,ENSG00000134285,FKBP prolyl isomerase 11 [Source:HGNC Symbol;Acc:HGNC:18624],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000134285
FKBP14,ENSG00000106080,FKBP prolyl isomerase 14 [Source:HGNC Symbol;Acc:HGNC:18625],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000106080
FKBP1A,ENSG00000088832,FKBP prolyl isomerase 1A [Source:HGNC Symbol;Acc:HGNC:3711],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000088832
FKBP1B,ENSG00000119782,FKBP prolyl isomerase 1B [Source:HGNC Symbol;Acc:HGNC:3712],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000119782
FKBP2,ENSG00000173486,FKBP prolyl isomerase 2 [Source:HGNC Symbol;Acc:HGNC:3718],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000173486
FKBP3,ENSG00000100442,FKBP prolyl isomerase 3 [Source:HGNC Symbol;Acc:HGNC:3719],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000100442
FKBP4,ENSG00000004478,FKBP prolyl isomerase 4 [Source:HGNC Symbol;Acc:HGNC:3720],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000004478
FKBP6,ENSG00000077800,FKBP prolyl isomerase family member 6 (inactive) [Source:HGNC Symbol;Acc:HGNC:3722],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000077800
FKBP7,ENSG00000079150,FKBP prolyl isomerase 7 [Source:HGNC Symbol;Acc:HGNC:3723],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000079150
FKBP8,ENSG00000105701,FKBP prolyl isomerase 8 [Source:HGNC Symbol;Acc:HGNC:3724],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000105701
FKBP9,ENSG00000122642,FKBP prolyl isomerase 9 [Source:HGNC Symbol;Acc:HGNC:3725],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000122642
FKBPL,ENSG00000204315,FKBP prolyl isomerase like [Source:HGNC Symbol;Acc:HGNC:13949],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000204315
FKTN,ENSG00000106692,fukutin [Source:HGNC Symbol;Acc:HGNC:3622],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000106692
FLACC1,ENSG00000155749,flagellum associated containing coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:14439],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000155749
FLAD1,ENSG00000160688,flavin adenine dinucleotide synthetase 1 [Source:HGNC Symbol;Acc:HGNC:24671],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000160688
FLCN,ENSG00000154803,folliculin [Source:HGNC Symbol;Acc:HGNC:27310],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000154803
FLI1,ENSG00000151702,"Fli-1 proto-oncogene, ETS transcription factor [Source:HGNC Symbol;Acc:HGNC:3749]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000151702
FLJ13224,ENSG00000177340,uncharacterized LOC79857 [Source:NCBI gene (formerly Entrezgene);Acc:79857],lncRNA,homo_sapiens,https://www.ensembl.org/id/ENSG00000177340
FLJ25758,,,,,
FLJ33534,,,,,
FLJ37201,,,,,
FLJ41170,,,,,
FLJ44635,,,,,
FLOT1,ENSG00000137312,flotillin 1 [Source:HGNC Symbol;Acc:HGNC:3757],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000137312
FLOT2,ENSG00000132589,flotillin 2 [Source:HGNC Symbol;Acc:HGNC:3758],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000132589
FLRT1,ENSG00000126500,fibronectin leucine rich transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3760],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000126500
FLT1,ENSG00000102755,fms related receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:3763],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000102755
FLT3,ENSG00000122025,fms related receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3765],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000122025
FLT4,ENSG00000037280,fms related receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3767],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000037280
FLVCR2,ENSG00000119686,FLVCR choline and putative heme transporter 2 [Source:HGNC Symbol;Acc:HGNC:20105],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000119686
FLYWCH2,ENSG00000162076,FLYWCH family member 2 [Source:HGNC Symbol;Acc:HGNC:25178],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000162076
FMC1,ENSG00000164898,formation of mitochondrial complex V assembly factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:26946],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000164898
FMN1,ENSG00000248905,formin 1 [Source:HGNC Symbol;Acc:HGNC:3768],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000248905
FMNL1,ENSG00000184922,formin like 1 [Source:HGNC Symbol;Acc:HGNC:1212],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000184922
FMNL2,ENSG00000157827,formin like 2 [Source:HGNC Symbol;Acc:HGNC:18267],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000157827
FMO1,ENSG00000010932,flavin containing dimethylaniline monoxygenase 1 [Source:HGNC Symbol;Acc:HGNC:3769],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000010932
FMO3,ENSG00000007933,flavin containing dimethylaniline monoxygenase 3 [Source:HGNC Symbol;Acc:HGNC:3771],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000007933
FMO4,ENSG00000076258,flavin containing dimethylaniline monoxygenase 4 [Source:HGNC Symbol;Acc:HGNC:3772],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000076258
FMO5,ENSG00000131781,flavin containing dimethylaniline monoxygenase 5 [Source:HGNC Symbol;Acc:HGNC:3773],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000131781
FMO9P,ENSG00000215834,"flavin containing dimethylaniline monoxygenase 9, pseudogene [Source:HGNC Symbol;Acc:HGNC:32210]",transcribed_unprocessed_pseudogene,homo_sapiens,https://www.ensembl.org/id/ENSG00000215834
FMOD,ENSG00000122176,fibromodulin [Source:HGNC Symbol;Acc:HGNC:3774],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000122176
FMR1,ENSG00000102081,fragile X messenger ribonucleoprotein 1 [Source:HGNC Symbol;Acc:HGNC:3775],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000102081
FMR1NB,ENSG00000176988,FMR1 neighbor [Source:HGNC Symbol;Acc:HGNC:26372],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000176988
FN3K,ENSG00000167363,fructosamine 3 kinase [Source:HGNC Symbol;Acc:HGNC:24822],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000167363
FN3KRP,ENSG00000141560,fructosamine 3 kinase related protein [Source:HGNC Symbol;Acc:HGNC:25700],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000141560
FNBP4,ENSG00000109920,formin binding protein 4 [Source:HGNC Symbol;Acc:HGNC:19752],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000109920
FNDC1,ENSG00000164694,fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21184],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000164694
FNDC11,ENSG00000125531,fibronectin type III domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28764],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000125531
FNDC3B,ENSG00000075420,fibronectin type III domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24670],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000075420
FNDC4,ENSG00000115226,fibronectin type III domain containing 4 [Source:HGNC Symbol;Acc:HGNC:20239],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000115226
FNDC5,ENSG00000160097,fibronectin type III domain containing 5 [Source:HGNC Symbol;Acc:HGNC:20240],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000160097
FNDC7,ENSG00000143107,fibronectin type III domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26668],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000143107
FNIP1,ENSG00000217128,folliculin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29418],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000217128
FNTA,ENSG00000168522,"farnesyltransferase, CAAX box, subunit alpha [Source:HGNC Symbol;Acc:HGNC:3782]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000168522
FNTB,ENSG00000257365,"farnesyltransferase, CAAX box, subunit beta [Source:HGNC Symbol;Acc:HGNC:3785]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000257365
FOS,ENSG00000170345,"Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000170345
FOSL1,ENSG00000175592,"FOS like 1, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:13718]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000175592
FOSL2,ENSG00000075426,"FOS like 2, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3798]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000075426
FOXA1,ENSG00000129514,forkhead box A1 [Source:HGNC Symbol;Acc:HGNC:5021],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000129514
FOXA3,ENSG00000170608,forkhead box A3 [Source:HGNC Symbol;Acc:HGNC:5023],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000170608
FOXB1,ENSG00000171956,forkhead box B1 [Source:HGNC Symbol;Acc:HGNC:3799],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000171956
FOXD4,ENSG00000170122,forkhead box D4 [Source:HGNC Symbol;Acc:HGNC:3805],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000170122
FOXD4L6,ENSG00000273514,forkhead box D4 like 6 [Source:HGNC Symbol;Acc:HGNC:31986],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000273514
